epoch,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13
1386,1.0433629,0.87177235,0.26142105,0.4652763,0.031730216,0.15522528,4.056656,1.9254678,3.6730835,0.99368596,0.518607,1.9227393,-0.08596668
1387,1.0433627,0.87177175,0.26142117,0.465276,0.031730283,0.15522577,4.0566607,1.9254702,3.673086,0.99368674,0.5186076,1.9227395,-0.08596662
1388,1.0433621,0.87177205,0.26142102,0.46527576,0.03172976,0.15522562,4.0566654,1.9254726,3.6730883,0.99368787,0.5186077,1.9227407,-0.085967235
1389,1.0433623,0.87177175,0.26142055,0.46527556,0.03172991,0.15522587,4.05667,1.925475,3.6730907,0.99368894,0.518608,1.9227414,-0.08596752
1390,1.0433623,0.8717715,0.26142067,0.4652752,0.031729873,0.15522622,4.056675,1.9254774,3.673093,0.9936898,0.51860845,1.9227421,-0.0859677
1391,1.0433624,0.8717709,0.26142055,0.46527526,0.03172996,0.15522653,4.0566797,1.9254798,3.6730955,0.9936904,0.518609,1.9227427,-0.085967906
1392,1.0433624,0.87177086,0.2614201,0.46527502,0.031730007,0.15522677,4.0566845,1.9254822,3.6730978,0.99369115,0.5186094,1.9227434,-0.08596818
1393,1.0433624,0.8717708,0.26141986,0.46527493,0.031729907,0.155227,4.056689,1.9254845,3.6731002,0.99369186,0.5186098,1.9227445,-0.085968524
1394,1.0433624,0.87177056,0.26141992,0.46527472,0.031729713,0.15522714,4.0566936,1.9254869,3.6731026,0.9936929,0.51861024,1.9227455,-0.08596889
1395,1.0433624,0.8717702,0.26141983,0.46527445,0.031729944,0.15522765,4.0566983,1.9254893,3.673105,0.99369353,0.5186109,1.922746,-0.08596894
1396,1.0433624,0.87177014,0.26141965,0.46527424,0.03172985,0.15522781,4.056703,1.9254917,3.6731074,0.99369437,0.51861143,1.9227469,-0.085969225
1397,1.0433624,0.87176996,0.26141936,0.46527386,0.03173006,0.1552282,4.0567074,1.9254941,3.6731098,0.9936954,0.51861185,1.9227475,-0.08596945
1398,1.0433621,0.87176985,0.2614192,0.46527386,0.031729966,0.15522839,4.056712,1.9254965,3.6731122,0.9936961,0.5186123,1.9227486,-0.085969836
1399,1.0433621,0.87176955,0.2614193,0.46527347,0.031729776,0.15522867,4.056717,1.9254988,3.6731145,0.9936968,0.51861304,1.922749,-0.08596984
1400,1.0433621,0.8717691,0.26141915,0.46527317,0.031729896,0.15522905,4.0567207,1.9255012,3.673117,0.9936977,0.5186136,1.9227498,-0.085969955
1401,1.0433621,0.87176913,0.26141894,0.46527314,0.031729728,0.155229,4.0567207,1.9255024,3.673117,0.9936982,0.51861364,1.9227504,-0.08597024
1402,1.0433621,0.87176895,0.2614189,0.46527305,0.031729713,0.15522915,4.0567207,1.9255036,3.673117,0.99369866,0.51861376,1.9227504,-0.08597034
1403,1.0433621,0.87176895,0.26141876,0.46527284,0.031729653,0.15522932,4.0567207,1.9255048,3.6731176,0.993699,0.51861393,1.9227504,-0.08597042
1404,1.0433621,0.87176895,0.26141873,0.4652727,0.03172954,0.15522933,4.0567207,1.925506,3.6731176,0.9936996,0.51861393,1.9227505,-0.0859706
1405,1.0433621,0.87176883,0.26141873,0.46527258,0.0317297,0.15522963,4.0567207,1.9255072,3.6731188,0.99369985,0.51861435,1.9227505,-0.085970595
1406,1.0433621,0.87176865,0.26141864,0.46527258,0.031729706,0.15522978,4.0567207,1.9255084,3.6731193,0.99370027,0.51861453,1.9227505,-0.08597069
1407,1.0433621,0.87176865,0.26141855,0.4652725,0.031729545,0.15522978,4.0567207,1.9255096,3.6731193,0.99370086,0.51861453,1.9227506,-0.08597093
1408,1.0433621,0.8717686,0.26141834,0.4652724,0.031729743,0.15522997,4.0567207,1.9255108,3.6731193,0.9937014,0.51861465,1.9227506,-0.08597105
1409,1.0433621,0.8717686,0.2614184,0.4652722,0.031729575,0.15523009,4.0567207,1.925512,3.6731205,0.9937016,0.518615,1.9227506,-0.085971095
1410,1.0433621,0.8717685,0.2614184,0.4652723,0.031729534,0.1552302,4.0567207,1.9255131,3.673121,0.993702,0.51861507,1.9227507,-0.08597128
1411,1.0433621,0.8717684,0.2614182,0.46527225,0.03172959,0.15523022,4.0567207,1.9255143,3.673121,0.99370253,0.5186151,1.922751,-0.085971534
1412,1.0433621,0.8717683,0.26141825,0.4652719,0.031729624,0.15523049,4.0567207,1.9255155,3.673121,0.9937027,0.5186156,1.922751,-0.085971445
1413,1.0433621,0.8717683,0.26141813,0.46527183,0.031729568,0.15523055,4.0567207,1.9255167,3.673121,0.9937032,0.5186156,1.9227511,-0.085971646
1414,1.0433621,0.8717683,0.26141787,0.4652718,0.03172966,0.1552307,4.0567207,1.9255179,3.673121,0.9937037,0.5186156,1.9227512,-0.08597187
1415,1.0433621,0.8717683,0.26141775,0.46527165,0.031729523,0.15523076,4.0567207,1.9255191,3.673121,0.99370426,0.51861566,1.9227513,-0.08597201
1416,1.0433621,0.87176824,0.26141766,0.46527153,0.031729445,0.15523085,4.0567207,1.9255203,3.673121,0.9937046,0.5186158,1.9227513,-0.08597216
1417,1.0433621,0.87176794,0.26141766,0.46527147,0.031729516,0.15523113,4.0567207,1.9255215,3.6731222,0.9937048,0.5186163,1.9227513,-0.085972145
1418,1.0433621,0.87176806,0.26141742,0.4652714,0.031729527,0.15523118,4.0567207,1.9255227,3.6731222,0.9937054,0.5186163,1.9227517,-0.08597243
1419,1.0433621,0.87176806,0.2614174,0.46527117,0.031729445,0.1552313,4.0567207,1.9255239,3.6731222,0.993706,0.5186165,1.9227517,-0.08597247
1420,1.0433621,0.87176776,0.26141745,0.46527123,0.0317293,0.15523137,4.0567207,1.9255251,3.6731222,0.9937064,0.5186166,1.9227517,-0.0859726
1421,1.0433621,0.87176776,0.26141742,0.4652712,0.03172929,0.15523139,4.0567207,1.9255263,3.6731222,0.99370694,0.5186167,1.922752,-0.08597285
1422,1.0433621,0.8717676,0.26141745,0.46527097,0.031729408,0.15523168,4.0567207,1.9255275,3.6731224,0.9937073,0.5186171,1.922752,-0.085972816
1423,1.0433621,0.8717676,0.26141724,0.4652707,0.03172945,0.15523183,4.0567207,1.9255286,3.673123,0.99370784,0.51861733,1.922752,-0.08597292
1424,1.0433621,0.8717676,0.2614169,0.46527055,0.031729523,0.15523198,4.0567207,1.9255298,3.673123,0.9937083,0.51861745,1.9227521,-0.0859731
1425,1.0433621,0.8717676,0.26141694,0.46527034,0.031729437,0.15523215,4.0567207,1.925531,3.6731238,0.9937085,0.51861775,1.9227521,-0.08597308
1426,1.0433621,0.8717675,0.26141685,0.46527043,0.031729333,0.15523218,4.0567207,1.9255322,3.6731238,0.99370897,0.5186178,1.9227521,-0.085973285
1427,1.0433621,0.87176746,0.26141685,0.46527037,0.03172928,0.15523233,4.0567207,1.9255334,3.6731238,0.99370956,0.51861805,1.9227521,-0.08597337
1428,1.0433621,0.87176746,0.26141676,0.4652702,0.031729344,0.15523247,4.0567207,1.9255346,3.6731238,0.99371004,0.5186182,1.9227521,-0.0859735
1429,1.0433621,0.8717674,0.26141664,0.46527004,0.031729415,0.1552327,4.0567207,1.9255358,3.673124,0.99371046,0.51861835,1.9227523,-0.08597362
1430,1.0433621,0.87176734,0.26141658,0.46527,0.031729322,0.15523277,4.0567207,1.925537,3.673124,0.99371076,0.51861846,1.9227523,-0.08597375
1431,1.0433621,0.8717673,0.26141644,0.46527004,0.03172927,0.15523282,4.0567207,1.9255382,3.673124,0.99371135,0.51861846,1.9227524,-0.085973956
1432,1.0433621,0.8717673,0.26141638,0.46526977,0.031729165,0.15523288,4.0567207,1.9255394,3.673124,0.99371195,0.5186185,1.9227525,-0.085974105
1433,1.0433621,0.87176716,0.26141623,0.4652697,0.03172924,0.15523306,4.0567207,1.9255406,3.6731246,0.99371225,0.5186188,1.9227525,-0.08597419
1434,1.0433621,0.87176716,0.2614162,0.46526945,0.03172927,0.15523328,4.0567207,1.9255418,3.6731246,0.99371284,0.5186192,1.9227525,-0.08597417
1435,1.0433621,0.8717671,0.26141608,0.46526948,0.03172926,0.15523334,4.0567207,1.925543,3.6731248,0.99371314,0.5186192,1.9227527,-0.08597446
1436,1.0433621,0.8717671,0.261416,0.4652693,0.03172911,0.15523335,4.0567207,1.9255441,3.6731253,0.9937135,0.5186192,1.9227527,-0.08597465
1437,1.0433621,0.8717669,0.26141575,0.46526915,0.031729233,0.15523353,4.0567207,1.9255453,3.6731255,0.993714,0.5186194,1.9227527,-0.08597471
1438,1.0433621,0.8717669,0.26141557,0.465269,0.031729184,0.15523365,4.0567207,1.9255465,3.6731255,0.9937146,0.51861954,1.9227527,-0.08597487
1439,1.0433621,0.87176687,0.26141554,0.46526897,0.031728942,0.1552336,4.0567207,1.9255477,3.6731255,0.9937151,0.5186198,1.9227532,-0.085975096
1440,1.0433621,0.87176657,0.26141554,0.46526876,0.03172909,0.15523392,4.0567207,1.9255489,3.6731255,0.9937155,0.51862025,1.9227532,-0.08597505
1441,1.0433621,0.87176657,0.26141545,0.46526852,0.031729132,0.15523411,4.0567207,1.9255501,3.673126,0.9937159,0.51862055,1.9227532,-0.08597512
1442,1.0433621,0.87176675,0.26141533,0.46526822,0.031729117,0.15523423,4.0567207,1.9255513,3.673126,0.9937165,0.51862055,1.9227532,-0.08597526
1443,1.0433621,0.8717666,0.26141524,0.46526816,0.03172917,0.1552343,4.0567207,1.9255525,3.673126,0.9937169,0.51862067,1.9227533,-0.08597544
1444,1.0433621,0.87176645,0.26141518,0.46526814,0.031729057,0.1552344,4.0567207,1.9255537,3.6731262,0.9937173,0.51862097,1.9227533,-0.085975476
1445,1.0433621,0.8717663,0.26141515,0.46526805,0.031729076,0.15523456,4.0567207,1.9255549,3.6731265,0.9937176,0.51862115,1.9227533,-0.08597558
1446,1.0433621,0.8717663,0.26141492,0.46526808,0.031729016,0.15523456,4.0567207,1.9255561,3.6731265,0.9937181,0.51862115,1.9227537,-0.085975856
1447,1.0433621,0.8717663,0.26141492,0.465268,0.031728894,0.15523462,4.0567207,1.9255573,3.6731265,0.99371856,0.5186212,1.9227537,-0.08597596
1448,1.0433621,0.87176615,0.26141483,0.46526793,0.031729005,0.15523481,4.0567207,1.9255584,3.6731272,0.9937188,0.51862156,1.9227537,-0.08597605
1449,1.0433621,0.87176615,0.26141465,0.46526784,0.03172891,0.15523478,4.0567207,1.9255596,3.6731272,0.9937194,0.5186217,1.9227542,-0.085976325
1450,1.0433621,0.87176615,0.2614145,0.46526772,0.031728923,0.15523495,4.0567207,1.9255608,3.6731272,0.99371994,0.51862186,1.9227542,-0.08597645
1451,1.0433621,0.8717661,0.26141438,0.46526763,0.031728916,0.15523505,4.0567207,1.925562,3.6731272,0.9937204,0.5186221,1.9227544,-0.08597659
1452,1.0433621,0.8717661,0.26141435,0.4652676,0.03172879,0.15523507,4.0567207,1.9255632,3.6731274,0.99372095,0.51862216,1.9227544,-0.08597672
1453,1.0433621,0.8717661,0.2614144,0.46526727,0.031728797,0.15523532,4.0567207,1.9255644,3.6731284,0.99372125,0.51862246,1.9227544,-0.08597673
1454,1.0433621,0.87176603,0.26141438,0.46526712,0.031728815,0.15523547,4.0567207,1.9255656,3.6731284,0.99372166,0.51862264,1.9227544,-0.08597684
1455,1.0433621,0.87176585,0.26141426,0.46526715,0.03172881,0.1552356,4.0567207,1.9255668,3.6731286,0.99372196,0.5186227,1.9227544,-0.08597699
1456,1.0433621,0.87176585,0.26141417,0.46526697,0.031728767,0.15523563,4.0567207,1.925568,3.6731286,0.99372256,0.51862276,1.9227545,-0.08597715
1457,1.0433621,0.8717658,0.2614141,0.4652669,0.031728823,0.15523583,4.0567207,1.9255692,3.6731293,0.9937229,0.51862305,1.9227545,-0.08597724
1458,1.0433621,0.8717657,0.2614141,0.4652669,0.03172878,0.15523587,4.0567207,1.9255704,3.6731293,0.99372345,0.51862305,1.9227545,-0.08597739
1459,1.0433621,0.8717656,0.26141402,0.46526673,0.03172877,0.15523605,4.0567207,1.9255716,3.6731293,0.99372405,0.51862323,1.9227545,-0.08597746
1460,1.0433621,0.87176543,0.261414,0.46526656,0.0317288,0.15523626,4.0567207,1.9255728,3.6731305,0.9937242,0.51862365,1.9227545,-0.08597745
1461,1.0433621,0.87176543,0.26141378,0.46526644,0.03172881,0.15523627,4.0567207,1.925574,3.6731305,0.9937248,0.51862365,1.922755,-0.08597774
1462,1.0433621,0.87176543,0.26141378,0.46526632,0.031728692,0.1552363,4.0567207,1.9255751,3.6731305,0.99372536,0.51862377,1.9227551,-0.08597786
1463,1.0433621,0.87176543,0.26141363,0.46526632,0.031728614,0.15523638,4.0567207,1.9255763,3.6731315,0.9937256,0.5186239,1.9227552,-0.08597809
1464,1.0433621,0.8717654,0.26141357,0.46526632,0.031728618,0.15523648,4.0567207,1.9255775,3.6731315,0.9937262,0.51862395,1.9227552,-0.08597819
1465,1.0433621,0.8717654,0.26141343,0.46526638,0.03172851,0.15523648,4.0567207,1.9255787,3.6731315,0.99372673,0.518624,1.9227555,-0.08597845
1466,1.0433621,0.8717654,0.2614133,0.4652662,0.031728555,0.15523657,4.0567207,1.9255799,3.6731315,0.99372727,0.51862407,1.9227555,-0.085978605
1467,1.0433621,0.8717653,0.26141337,0.4652659,0.03172858,0.15523686,4.0567207,1.9255811,3.6731324,0.9937275,0.5186244,1.9227555,-0.085978605
1468,1.0433621,0.8717652,0.26141328,0.46526593,0.03172853,0.15523694,4.0567207,1.9255823,3.6731324,0.99372804,0.51862454,1.9227555,-0.0859787
1469,1.0433621,0.871765,0.26141322,0.46526587,0.0317285,0.15523705,4.0567207,1.9255835,3.6731324,0.99372834,0.51862466,1.9227555,-0.08597879
1470,1.0433621,0.87176496,0.2614132,0.46526575,0.031728547,0.15523726,4.0567207,1.9255847,3.6731339,0.9937286,0.518625,1.9227556,-0.08597887
1471,1.0433621,0.87176496,0.2614132,0.46526572,0.031728394,0.15523727,4.0567207,1.9255859,3.6731339,0.9937291,0.5186251,1.9227556,-0.08597906
1472,1.0433621,0.87176496,0.26141292,0.4652656,0.031728387,0.1552373,4.0567207,1.925587,3.6731339,0.9937296,0.5186252,1.9227557,-0.08597931
1473,1.0433621,0.87176466,0.2614129,0.4652655,0.031728495,0.15523757,4.0567207,1.9255883,3.673135,0.9937297,0.5186256,1.9227557,-0.08597928
1474,1.0433621,0.8717645,0.26141283,0.46526536,0.031728502,0.15523773,4.0567207,1.9255894,3.6731353,0.99372995,0.51862586,1.9227557,-0.085979365
1475,1.0433621,0.8717645,0.26141268,0.46526536,0.03172841,0.15523772,4.0567207,1.9255906,3.6731353,0.9937305,0.51862586,1.9227558,-0.085979655
1476,1.0433621,0.8717645,0.2614126,0.4652652,0.031728428,0.15523788,4.0567207,1.9255918,3.6731355,0.99373096,0.51862603,1.9227558,-0.085979745
1477,1.0433621,0.8717644,0.2614126,0.46526507,0.03172843,0.15523799,4.0567207,1.925593,3.673136,0.9937314,0.5186262,1.9227558,-0.08597987
1478,1.0433621,0.8717644,0.26141235,0.46526513,0.031728216,0.15523787,4.0567207,1.9255942,3.673136,0.9937318,0.51862633,1.9227562,-0.08598016
1479,1.0433621,0.87176424,0.2614124,0.46526498,0.03172823,0.15523806,4.0567207,1.9255954,3.6731367,0.99373204,0.51862663,1.9227562,-0.08598024
1480,1.0433621,0.87176424,0.26141232,0.46526474,0.031728387,0.1552383,4.0567207,1.9255966,3.6731372,0.99373245,0.5186269,1.9227562,-0.0859803
1481,1.0433621,0.8717642,0.26141226,0.46526474,0.031728264,0.15523835,4.0567207,1.9255978,3.6731374,0.993733,0.51862705,1.9227562,-0.08598047
1482,1.0433621,0.87176424,0.26141205,0.46526462,0.03172832,0.15523846,4.0567207,1.925599,3.6731374,0.9937334,0.51862717,1.9227563,-0.085980676
1483,1.0433621,0.8717638,0.26141202,0.46526462,0.03172838,0.15523864,4.0567207,1.9256002,3.6731374,0.9937338,0.5186274,1.9227563,-0.08598074
1484,1.0433621,0.8717638,0.26141185,0.46526444,0.03172844,0.15523878,4.0567207,1.9256014,3.6731374,0.99373424,0.51862746,1.9227563,-0.08598084
1485,1.0433621,0.8717638,0.26141185,0.46526432,0.031728227,0.15523878,4.0567207,1.9256026,3.6731374,0.9937348,0.5186276,1.9227564,-0.08598102
1486,1.0433621,0.87176377,0.2614116,0.46526432,0.031728137,0.15523876,4.0567207,1.9256037,3.6731374,0.9937354,0.51862764,1.9227566,-0.0859813
1487,1.0433621,0.87176365,0.26141158,0.46526426,0.03172818,0.1552389,4.0567207,1.9256049,3.6731374,0.9937358,0.51862776,1.9227566,-0.08598142
1488,1.0433621,0.87176365,0.2614114,0.46526417,0.031728286,0.15523906,4.0567207,1.9256061,3.6731374,0.99373627,0.5186279,1.9227566,-0.08598156
1489,1.0433621,0.87176347,0.26141143,0.46526417,0.031728223,0.15523915,4.0567207,1.9256073,3.673138,0.99373674,0.51862806,1.9227566,-0.08598165
1490,1.0433621,0.8717632,0.2614115,0.46526423,0.031728044,0.15523915,4.0567207,1.9256085,3.6731386,0.99373704,0.5186281,1.9227568,-0.08598187
1491,1.0433621,0.8717633,0.2614114,0.46526378,0.03172823,0.15523946,4.0567207,1.9256097,3.6731386,0.9937376,0.51862854,1.9227568,-0.08598188
1492,1.0433621,0.87176335,0.26141125,0.46526378,0.03172824,0.1552395,4.0567207,1.9256109,3.6731386,0.99373806,0.51862866,1.9227573,-0.08598213
1493,1.0433621,0.8717633,0.26141128,0.46526372,0.03172814,0.1552396,4.0567207,1.9256121,3.673139,0.9937384,0.51862884,1.9227573,-0.08598222
1494,1.0433621,0.8717632,0.2614112,0.46526355,0.031728163,0.1552397,4.0567207,1.9256133,3.673139,0.993739,0.518629,1.9227573,-0.08598229
1495,1.0433621,0.871763,0.2614112,0.46526352,0.031728152,0.15523988,4.0567207,1.9256145,3.6731396,0.9937394,0.51862925,1.9227573,-0.08598239
1496,1.043362,0.87176317,0.26141092,0.46526352,0.031727973,0.15523978,4.0567207,1.9256157,3.6731396,0.99373996,0.5186292,1.9227579,-0.08598276
1497,1.043362,0.8717631,0.26141083,0.46526325,0.031727966,0.15523992,4.0567207,1.9256169,3.67314,0.99374044,0.5186295,1.9227579,-0.08598285
1498,1.043362,0.871763,0.26141083,0.46526325,0.03172788,0.15524,4.0567207,1.925618,3.67314,0.9937409,0.5186296,1.9227579,-0.08598298
1499,1.043362,0.871763,0.26141077,0.46526292,0.031728,0.15524021,4.0567207,1.9256192,3.6731405,0.99374133,0.51862997,1.9227579,-0.085983
1500,1.043362,0.87176293,0.26141068,0.46526277,0.031727914,0.15524025,4.0567207,1.9256204,3.6731405,0.9937418,0.5186301,1.9227579,-0.085983135
1501,1.043362,0.87176293,0.26141053,0.46526277,0.03172801,0.15524036,4.0567207,1.9256204,3.6731405,0.99374187,0.5186301,1.9227579,-0.08598323
1502,1.043362,0.87176293,0.26141056,0.46526277,0.031727914,0.15524039,4.0567207,1.9256204,3.6731405,0.99374187,0.5186301,1.9227579,-0.08598329
1503,1.043362,0.87176293,0.26141056,0.46526274,0.03172791,0.15524045,4.0567207,1.9256207,3.6731405,0.99374187,0.5186301,1.9227579,-0.08598336
1504,1.043362,0.87176293,0.26141053,0.46526274,0.031727884,0.15524046,4.0567207,1.9256207,3.6731405,0.993742,0.5186301,1.9227579,-0.085983455
1505,1.043362,0.87176293,0.26141053,0.4652627,0.031727932,0.15524055,4.0567207,1.9256209,3.6731405,0.99374205,0.5186301,1.9227579,-0.085983485
1506,1.043362,0.87176293,0.26141053,0.46526268,0.031727932,0.15524061,4.0567207,1.9256209,3.6731405,0.99374205,0.5186301,1.9227579,-0.085983515
1507,1.043362,0.87176293,0.26141047,0.46526262,0.031727917,0.15524067,4.0567207,1.925621,3.6731405,0.99374205,0.5186301,1.9227579,-0.085983604
1508,1.043362,0.87176293,0.2614104,0.46526262,0.03172787,0.15524067,4.0567207,1.925621,3.6731405,0.9937421,0.5186301,1.9227579,-0.08598371
1509,1.043362,0.87176293,0.2614103,0.46526262,0.031727836,0.15524065,4.0567207,1.925621,3.6731405,0.99374247,0.5186301,1.9227579,-0.08598384
1510,1.043362,0.87176293,0.2614103,0.46526256,0.03172782,0.15524074,4.0567207,1.9256213,3.6731405,0.9937425,0.51863015,1.9227579,-0.08598389
1511,1.043362,0.87176293,0.2614103,0.46526247,0.03172784,0.15524085,4.0567207,1.9256213,3.6731405,0.9937425,0.51863015,1.9227579,-0.08598388
1512,1.043362,0.87176293,0.2614103,0.46526247,0.031727865,0.1552409,4.0567207,1.9256213,3.6731405,0.9937426,0.51863015,1.9227579,-0.08598397
1513,1.043362,0.87176293,0.2614103,0.46526247,0.031727828,0.15524091,4.0567207,1.9256213,3.6731405,0.9937426,0.51863015,1.9227579,-0.08598403
1514,1.043362,0.87176293,0.2614103,0.46526244,0.031727854,0.155241,4.0567207,1.9256213,3.6731405,0.9937427,0.51863015,1.9227579,-0.0859841
1515,1.043362,0.87176293,0.26141018,0.46526244,0.031727836,0.15524101,4.0567207,1.9256214,3.6731405,0.9937427,0.51863015,1.9227579,-0.085984245
1516,1.043362,0.87176293,0.26141018,0.46526238,0.031727828,0.15524107,4.0567207,1.9256215,3.6731405,0.9937428,0.51863015,1.9227579,-0.08598426
1517,1.043362,0.87176293,0.26141018,0.46526235,0.031727776,0.15524109,4.0567207,1.9256215,3.6731405,0.99374294,0.51863015,1.9227579,-0.08598435
1518,1.043362,0.87176293,0.26141015,0.46526235,0.031727754,0.15524115,4.0567207,1.9256216,3.6731405,0.99374294,0.51863015,1.9227579,-0.08598441
1519,1.043362,0.87176293,0.26141018,0.46526235,0.031727713,0.15524122,4.0567207,1.9256216,3.6731405,0.99374294,0.51863015,1.9227579,-0.08598447
1520,1.043362,0.87176293,0.26141018,0.46526235,0.03172774,0.15524131,4.0567207,1.925622,3.6731405,0.99374294,0.51863015,1.9227579,-0.08598451
1521,1.043362,0.87176293,0.26141003,0.46526235,0.031727705,0.15524131,4.0567207,1.925622,3.6731405,0.99374324,0.51863015,1.9227579,-0.08598464
1522,1.043362,0.87176293,0.26141003,0.4652623,0.031727713,0.15524141,4.0567207,1.9256221,3.6731405,0.99374324,0.51863015,1.9227579,-0.08598464
1523,1.043362,0.87176293,0.26141003,0.4652622,0.031727724,0.15524149,4.0567207,1.9256221,3.6731405,0.99374324,0.51863015,1.9227579,-0.08598471
1524,1.043362,0.87176293,0.26141003,0.46526223,0.031727657,0.1552415,4.0567207,1.9256221,3.6731405,0.9937433,0.51863015,1.9227579,-0.08598483
1525,1.043362,0.87176293,0.26140997,0.4652622,0.03172763,0.15524152,4.0567207,1.9256221,3.6731405,0.9937434,0.51863015,1.9227579,-0.08598492
1526,1.043362,0.87176293,0.26140997,0.46526217,0.03172761,0.15524153,4.0567207,1.9256221,3.6731405,0.9937434,0.51863015,1.9227579,-0.085985005
1527,1.043362,0.87176293,0.26140997,0.46526214,0.0317276,0.15524156,4.0567207,1.9256223,3.6731405,0.9937434,0.51863015,1.9227579,-0.08598506
1528,1.043362,0.87176293,0.26140997,0.46526214,0.03172761,0.15524165,4.0567207,1.9256223,3.6731405,0.9937435,0.51863015,1.9227579,-0.08598511
1529,1.043362,0.87176293,0.26140997,0.46526214,0.031727627,0.15524173,4.0567207,1.9256225,3.6731405,0.9937435,0.51863015,1.9227579,-0.08598518
1530,1.043362,0.87176293,0.26140997,0.46526214,0.03172758,0.15524173,4.0567207,1.9256226,3.6731405,0.9937438,0.51863015,1.9227579,-0.08598527
1531,1.043362,0.87176293,0.26140997,0.46526203,0.031727646,0.15524186,4.0567207,1.9256233,3.6731405,0.9937438,0.5186302,1.9227579,-0.08598528
1532,1.043362,0.87176293,0.26140997,0.46526203,0.031727623,0.15524189,4.0567207,1.9256233,3.6731405,0.9937438,0.5186302,1.9227579,-0.08598534
1533,1.043362,0.87176293,0.2614098,0.46526206,0.03172759,0.1552419,4.0567207,1.9256233,3.6731405,0.9937438,0.5186302,1.9227579,-0.08598551
1534,1.043362,0.87176293,0.2614098,0.465262,0.03172766,0.15524206,4.0567207,1.9256233,3.6731405,0.9937438,0.5186302,1.9227579,-0.08598552
1535,1.043362,0.87176293,0.2614098,0.465262,0.031727567,0.15524206,4.0567207,1.9256233,3.6731405,0.99374396,0.5186302,1.9227579,-0.08598563
1536,1.043362,0.87176293,0.26140976,0.465262,0.031727582,0.15524213,4.0567207,1.9256234,3.6731405,0.993744,0.5186302,1.9227579,-0.08598569
1537,1.043362,0.87176293,0.26140976,0.46526194,0.031727634,0.15524226,4.0567207,1.9256237,3.6731405,0.993744,0.51863027,1.9227579,-0.0859857
1538,1.043362,0.87176293,0.26140976,0.46526194,0.03172753,0.15524225,4.0567207,1.9256238,3.6731405,0.993744,0.51863027,1.9227579,-0.08598577
1539,1.043362,0.87176293,0.26140964,0.46526194,0.031727523,0.15524228,4.0567207,1.9256238,3.6731405,0.99374413,0.51863027,1.9227579,-0.08598592
1540,1.043362,0.87176293,0.26140964,0.4652619,0.031727545,0.15524238,4.0567207,1.9256238,3.6731405,0.99374413,0.51863027,1.9227579,-0.08598592
1541,1.043362,0.87176293,0.2614096,0.4652619,0.03172749,0.15524241,4.0567207,1.925624,3.6731405,0.9937442,0.51863027,1.9227579,-0.08598601
1542,1.043362,0.87176293,0.26140958,0.46526188,0.031727564,0.15524252,4.0567207,1.9256245,3.6731405,0.9937442,0.5186303,1.9227579,-0.08598605
1543,1.043362,0.87176293,0.26140958,0.46526188,0.031727485,0.1552425,4.0567207,1.9256245,3.6731405,0.9937442,0.5186303,1.9227579,-0.08598617
1544,1.043362,0.87176293,0.26140958,0.46526188,0.031727474,0.15524255,4.0567207,1.9256245,3.6731405,0.9937443,0.5186303,1.9227579,-0.08598623
1545,1.043362,0.87176293,0.26140952,0.46526188,0.031727497,0.1552426,4.0567207,1.9256245,3.6731405,0.9937443,0.5186303,1.9227579,-0.08598632
1546,1.043362,0.87176293,0.26140952,0.46526185,0.03172754,0.15524271,4.0567207,1.9256247,3.6731405,0.9937443,0.5186303,1.9227579,-0.08598638
1547,1.043362,0.87176293,0.26140952,0.46526185,0.031727534,0.15524283,4.0567207,1.9256247,3.6731405,0.9937443,0.5186303,1.9227579,-0.085986406
1548,1.043362,0.87176293,0.26140952,0.46526185,0.031727403,0.15524276,4.0567207,1.9256247,3.6731405,0.99374455,0.5186303,1.9227579,-0.08598657
1549,1.043362,0.87176293,0.26140952,0.4652617,0.03172744,0.15524288,4.0567207,1.9256247,3.6731405,0.99374455,0.5186304,1.9227579,-0.085986555
1550,1.043362,0.87176293,0.2614095,0.46526164,0.031727433,0.1552429,4.0567207,1.9256247,3.6731405,0.99374473,0.5186304,1.9227579,-0.08598664
1551,1.043362,0.87176293,0.2614095,0.46526164,0.031727426,0.15524301,4.0567207,1.9256247,3.6731405,0.99374473,0.5186304,1.9227579,-0.08598666
1552,1.043362,0.87176293,0.2614093,0.46526164,0.031727456,0.15524304,4.0567207,1.9256247,3.6731405,0.99374497,0.5186304,1.9227579,-0.08598681
1553,1.043362,0.87176293,0.2614093,0.46526164,0.031727396,0.15524305,4.0567207,1.9256247,3.6731405,0.99374497,0.5186304,1.9227579,-0.08598691
1554,1.043362,0.87176293,0.2614093,0.46526164,0.031727374,0.1552431,4.0567207,1.9256247,3.6731405,0.993745,0.5186304,1.9227579,-0.085986964
1555,1.043362,0.87176293,0.2614093,0.4652616,0.031727396,0.15524316,4.0567207,1.9256247,3.6731405,0.9937451,0.5186304,1.9227579,-0.085987054
1556,1.043362,0.87176293,0.2614093,0.46526158,0.03172742,0.15524322,4.0567207,1.9256247,3.6731405,0.99374527,0.5186304,1.9227579,-0.08598709
