epoch,parameter1,parameter2,parameter3,parameter4
1567,3.092873,0.12369162,0.42768753,0.47728544
1568,3.092898,0.123697296,0.42770457,0.47731394
1569,3.0929227,0.12370324,0.42772222,0.47734234
1570,3.0929477,0.12370763,0.42773855,0.47737342
1571,3.092973,0.1237127,0.4277559,0.47740173
1572,3.092998,0.123718664,0.42777365,0.47743025
1573,3.0930214,0.12372743,0.4277929,0.47745705
1574,3.0930452,0.12373527,0.42781118,0.47748622
1575,3.0930693,0.12374169,0.4278284,0.4775176
1576,3.0930939,0.12374606,0.42784438,0.47755036
1577,3.0931184,0.123750895,0.42786056,0.47758263
1578,3.0931432,0.12375503,0.42787644,0.47761542
1579,3.093169,0.12375707,0.42789054,0.47765005
1580,3.0931935,0.12376409,0.42790848,0.47767964
1581,3.0932176,0.12377282,0.42792776,0.47770774
1582,3.093243,0.123780794,0.42794698,0.47773552
1583,3.0932677,0.123788975,0.42796662,0.47776318
1584,3.093294,0.12379398,0.42798382,0.47779277
1585,3.0933192,0.12380044,0.4280018,0.47782406
1586,3.093343,0.123809256,0.4280215,0.47785226
1587,3.0933673,0.12381692,0.42804077,0.47787967
1588,3.0933917,0.123825036,0.42806056,0.47790664
1589,3.0934174,0.123829216,0.42807752,0.477936
1590,3.0934436,0.123833746,0.42809528,0.47796425
1591,3.093469,0.1238409,0.42811507,0.47799104
1592,3.0934927,0.123850465,0.428136,0.4780175
1593,3.0935178,0.123857655,0.42815542,0.4780462
1594,3.0935454,0.1238595,0.42817193,0.47807637
1595,3.0935712,0.12386697,0.42819235,0.4781042
1596,3.0935974,0.12387302,0.42821175,0.47813335
1597,3.0936236,0.123879075,0.42823023,0.47816426
1598,3.093648,0.12388756,0.42825013,0.47819406
1599,3.0936713,0.123898655,0.4282718,0.47822168
1600,3.0936956,0.12390814,0.42829233,0.4782497
1601,3.093721,0.12391624,0.42831227,0.47827664
1602,3.093746,0.12392416,0.4283319,0.47830334
1603,3.0937588,0.12392778,0.42834136,0.47831735
1604,3.0937715,0.123931654,0.4283511,0.47833127
1605,3.0937853,0.123933345,0.4283596,0.47834614
1606,3.093799,0.123935595,0.4283685,0.4783605
1607,3.093813,0.12393765,0.42837733,0.47837505
1608,3.0938265,0.12393991,0.4283862,0.47838983
1609,3.0938406,0.12394129,0.4283946,0.47840506
1610,3.0938537,0.12394501,0.42840478,0.47841844
1611,3.0938668,0.123948574,0.42841476,0.47843233
1612,3.0938795,0.123952605,0.42842478,0.47844708
1613,3.0938919,0.12395662,0.42843473,0.47846207
1614,3.093905,0.12396004,0.4284445,0.47847667
1615,3.093918,0.12396368,0.42845437,0.4784913
1616,3.093931,0.1239675,0.4284643,0.47850624
1617,3.0939436,0.12397219,0.4284748,0.4785206
1618,3.093956,0.12397728,0.42848572,0.47853464
1619,3.0939686,0.12398157,0.42849618,0.47854894
1620,3.0939815,0.123985134,0.42850608,0.47856385
1621,3.0939944,0.12398938,0.42851642,0.4785778
1622,3.094007,0.12399409,0.42852697,0.4785913
1623,3.0940197,0.12400021,0.42853856,0.4786038
1624,3.0940337,0.12400336,0.4285483,0.47861764
1625,3.0940473,0.12400651,0.42855772,0.47863248
1626,3.0940604,0.12401075,0.42856792,0.4786473
1627,3.094073,0.124015935,0.42857885,0.4786613
1628,3.0940855,0.124022275,0.42859048,0.47867486
1629,3.0940986,0.12402686,0.42860094,0.47868958
1630,3.0941114,0.1240315,0.4286113,0.47870448
1631,3.0941248,0.12403496,0.42862117,0.47871983
1632,3.0941384,0.12403867,0.42863104,0.47873473
1633,3.0941517,0.12404306,0.42864156,0.47874865
1634,3.0941648,0.124047965,0.42865244,0.47876227
1635,3.094179,0.12405047,0.42866167,0.478778
1636,3.0941932,0.12405135,0.42866972,0.4787949
1637,3.0942073,0.124053694,0.42867872,0.4788108
1638,3.094221,0.124056004,0.42868757,0.4788271
1639,3.0942347,0.12405901,0.42869702,0.47884268
1640,3.0942478,0.12406252,0.42870665,0.47885782
1641,3.0942612,0.12406569,0.42871627,0.47887337
1642,3.0942752,0.12406736,0.428725,0.47888952
1643,3.0942893,0.1240695,0.42873394,0.47890612
1644,3.0943036,0.12407187,0.4287432,0.47892168
1645,3.0943177,0.12407455,0.4287529,0.4789368
1646,3.0943313,0.124077626,0.42876285,0.47895217
1647,3.0943441,0.12408287,0.428774,0.47896674
1648,3.0943568,0.12408826,0.42878512,0.47898176
1649,3.0943704,0.12409199,0.42879578,0.47899637
1650,3.0943842,0.1240952,0.42880604,0.47901127
1651,3.0943987,0.12409684,0.42881522,0.47902662
1652,3.0944126,0.124101005,0.4288259,0.47904074
1653,3.0944262,0.12410513,0.4288365,0.4790549
1654,3.0944395,0.12410982,0.42884725,0.47906998
1655,3.0944512,0.1241169,0.42885926,0.47908512
1656,3.0944638,0.124122776,0.42887047,0.47910133
1657,3.0944765,0.12412801,0.42888138,0.47911754
1658,3.09449,0.12413109,0.42889097,0.4791343
1659,3.0945039,0.1241344,0.4289007,0.47915122
1660,3.0945187,0.12413583,0.42890966,0.479167
1661,3.0945332,0.124138094,0.42891926,0.47918177
1662,3.0945475,0.12414119,0.42892927,0.47919634
1663,3.0945618,0.12414496,0.42893973,0.47921094
1664,3.0945756,0.12414896,0.42895007,0.47922686
1665,3.0945902,0.12415186,0.42896003,0.47924232
1666,3.0946047,0.12415467,0.42896995,0.4792584
1667,3.0946183,0.12415892,0.42898053,0.4792751
1668,3.0946307,0.12416559,0.42899278,0.47929037
1669,3.0946436,0.12417062,0.429004,0.479306
1670,3.0946572,0.12417526,0.42901504,0.47932106
1671,3.0946715,0.12417791,0.42902488,0.47933707
1672,3.094686,0.12417969,0.4290339,0.47935438
1673,3.0947006,0.12418245,0.4290437,0.4793705
1674,3.094715,0.12418448,0.42905304,0.47938722
1675,3.0947304,0.12418603,0.42906204,0.47940305
1676,3.094745,0.124188766,0.42907193,0.47941798
1677,3.094759,0.1241925,0.4290825,0.47943306
1678,3.0947723,0.12419724,0.4290936,0.47944868
1679,3.0947874,0.12420006,0.42910388,0.47946367
1680,3.0948017,0.12420324,0.42911443,0.47947773
1681,3.0948155,0.124207705,0.42912564,0.47949237
1682,3.0948298,0.124212004,0.4291368,0.47950664
1683,3.094844,0.12421511,0.42914692,0.4795229
1684,3.0948582,0.12421889,0.42915717,0.47953987
1685,3.0948722,0.12422197,0.4291671,0.4795571
1686,3.0948865,0.12422452,0.42917687,0.4795741
1687,3.0949016,0.124226354,0.429186,0.47959253
1688,3.0949163,0.12422823,0.4291951,0.4796111
1689,3.0949311,0.124230616,0.42920488,0.47962856
1690,3.0949442,0.12423651,0.42921647,0.47964528
1691,3.0949564,0.12424417,0.42922914,0.47966132
1692,3.0949695,0.12425031,0.42924112,0.4796767
1693,3.0949833,0.12425488,0.4292523,0.47969216
1694,3.0949976,0.12425897,0.42926356,0.47970724
1695,3.0950122,0.12426277,0.42927453,0.47972298
1696,3.0950272,0.12426526,0.4292845,0.47973964
1697,3.0950415,0.1242689,0.42929518,0.47975624
1698,3.095055,0.124274194,0.429307,0.4797712
1699,3.0950685,0.1242802,0.42931917,0.4797859
1700,3.0950823,0.12428513,0.4293305,0.47980112
1701,3.0950968,0.1242884,0.42934075,0.47981724
1702,3.0951116,0.12429107,0.4293508,0.4798336
1703,3.095119,0.12429191,0.42935547,0.47984233
1704,3.0951264,0.12429254,0.4293601,0.47985104
1705,3.0951335,0.12429443,0.4293655,0.47985902
1706,3.0951402,0.12429716,0.42937145,0.47986653
1707,3.0951464,0.12430102,0.42937815,0.47987312
1708,3.0951524,0.1243055,0.42938522,0.47987962
1709,3.0951588,0.12430898,0.42939162,0.47988653
1710,3.095166,0.12431093,0.42939708,0.47989422
1711,3.0951726,0.124314286,0.42940325,0.47990164
1712,3.0951798,0.124316685,0.42940885,0.47990927
1713,3.0951867,0.1243196,0.42941478,0.47991714
1714,3.095194,0.12432132,0.42942026,0.47992474
1715,3.0952022,0.12432165,0.4294248,0.4799331
1716,3.0952106,0.12432218,0.42942956,0.47994113
1717,3.095219,0.124322385,0.4294341,0.47994918
1718,3.0952263,0.12432356,0.429439,0.47995725
1719,3.0952334,0.12432633,0.42944515,0.47996423
1720,3.0952406,0.12432955,0.4294516,0.47997108
1721,3.0952477,0.12433123,0.42945713,0.47997874
1722,3.0952554,0.12433247,0.42946228,0.47998643
1723,3.0952637,0.12433317,0.4294673,0.47999415
1724,3.0952709,0.12433567,0.4294733,0.48000124
1725,3.095278,0.12433814,0.4294793,0.48000875
1726,3.0952852,0.12434062,0.42948532,0.48001602
1727,3.0952926,0.12434289,0.42949116,0.48002332
1728,3.0952997,0.12434492,0.42949677,0.4800317
1729,3.0953066,0.12434826,0.42950323,0.48003933
1730,3.095313,0.12435217,0.42951018,0.4800464
1731,3.0953202,0.12435535,0.42951658,0.4800541
1732,3.0953276,0.12435781,0.42952263,0.48006186
1733,3.095336,0.12435827,0.42952734,0.48007035
1734,3.0953438,0.12435975,0.42953286,0.48007813
1735,3.0953517,0.124361254,0.42953843,0.48008606
1736,3.0953588,0.12436383,0.42954475,0.4800933
1737,3.095366,0.12436665,0.42955104,0.48010102
1738,3.0953732,0.12436961,0.42955732,0.48010892
1739,3.0953803,0.124372326,0.42956346,0.4801169
1740,3.0953875,0.1243741,0.4295689,0.48012564
1741,3.0953946,0.12437636,0.42957455,0.48013407
1742,3.0954022,0.124377884,0.4295799,0.48014233
1743,3.0954103,0.12437856,0.42958486,0.4801508
1744,3.0954187,0.12437877,0.42958948,0.48015952
1745,3.0954266,0.12437972,0.42959455,0.48016828
1746,3.0954337,0.124381065,0.4295997,0.48017707
1747,3.095441,0.12438299,0.42960528,0.48018557
1748,3.0954473,0.12438687,0.42961195,0.48019347
1749,3.0954542,0.12439034,0.4296184,0.4802015
1750,3.095461,0.124393634,0.42962474,0.48021007
1751,3.0954673,0.124397814,0.4296318,0.4802176
1752,3.0954742,0.12440217,0.42963892,0.4802248
1753,3.0954802,0.12440721,0.42964658,0.48023137
1754,3.0954866,0.12441172,0.42965403,0.48023817
1755,3.0954936,0.124416396,0.42966157,0.48024473
1756,3.0955005,0.12441991,0.4296682,0.48025218
1757,3.0955076,0.124423265,0.42967483,0.4802595
1758,3.0955148,0.12442608,0.42968106,0.48026758
1759,3.095522,0.12442892,0.42968735,0.4802755
1760,3.0955298,0.12443053,0.42969272,0.48028407
1761,3.0955377,0.12443186,0.4296981,0.48029235
1762,3.0955453,0.12443332,0.42970353,0.48030066
1763,3.095553,0.12443512,0.42970914,0.48030868
1764,3.095561,0.12443664,0.42971477,0.4803168
1765,3.0955682,0.124439254,0.42972082,0.4803253
1766,3.0955763,0.12444047,0.42972615,0.48033428
1767,3.0955842,0.12444173,0.4297316,0.48034304
1768,3.0955923,0.12444328,0.4297373,0.48035142
1769,3.0956,0.124445364,0.4297433,0.48035917
1770,3.0956075,0.124447696,0.42974943,0.48036677
1771,3.095615,0.124450296,0.4297558,0.48037446
1772,3.095622,0.1244529,0.42976227,0.48038194
1773,3.0956292,0.12445554,0.42976856,0.4803904
1774,3.0956364,0.12445845,0.42977488,0.48039886
1775,3.0956435,0.12446108,0.42978117,0.48040712
1776,3.0956507,0.12446396,0.42978752,0.48041508
1777,3.0956578,0.12446679,0.42979372,0.48042306
1778,3.095665,0.12446988,0.42980006,0.4804309
1779,3.0956726,0.124471374,0.42980555,0.48043916
1780,3.0956807,0.12447281,0.42981118,0.48044696
1781,3.0956879,0.124476165,0.42981797,0.48045436
1782,3.095695,0.12447957,0.42982483,0.48046193
1783,3.0957022,0.124483,0.42983186,0.48046902
1784,3.0957088,0.12448756,0.42983937,0.48047605
1785,3.095716,0.124490924,0.42984617,0.4804837
1786,3.0957243,0.12449169,0.4298513,0.48049253
1787,3.0957325,0.12449342,0.42985696,0.48050153
1788,3.0957396,0.12449561,0.4298629,0.4805103
1789,3.095748,0.124496795,0.42986837,0.48051897
1790,3.0957563,0.12449791,0.42987373,0.48052788
1791,3.0957634,0.12450025,0.42987987,0.48053658
1792,3.0957713,0.1245023,0.42988592,0.48054504
1793,3.095779,0.12450434,0.42989197,0.48055357
1794,3.095787,0.124506004,0.42989758,0.4805626
1795,3.0957954,0.12450722,0.4299031,0.48057142
1796,3.0958037,0.12450776,0.42990822,0.4805805
1797,3.095812,0.12450825,0.42991337,0.48058927
1798,3.0958204,0.12450881,0.42991856,0.4805982
1799,3.0958288,0.12451041,0.4299243,0.4806067
1800,3.0958366,0.1245125,0.42993024,0.48061523
1801,3.0958445,0.12451435,0.42993602,0.48062396
1802,3.095852,0.124516584,0.429942,0.48063287
1803,3.0958555,0.12451746,0.4299449,0.48063746
1804,3.095859,0.124518484,0.4299479,0.48064178
1805,3.0958626,0.1245197,0.42995107,0.480646
1806,3.0958662,0.12452104,0.4299543,0.4806503
1807,3.0958698,0.1245222,0.4299573,0.48065454
1808,3.0958734,0.12452379,0.42996064,0.4806585
1809,3.095877,0.12452551,0.42996413,0.48066235
1810,3.0958805,0.124527246,0.4299676,0.48066628
1811,3.095884,0.12452944,0.42997146,0.48066986
1812,3.0958877,0.12453152,0.4299752,0.48067346
1813,3.0958912,0.1245333,0.4299788,0.48067728
1814,3.0958948,0.12453499,0.42998224,0.48068118
1815,3.0958986,0.12453653,0.42998564,0.48068494
1816,3.095903,0.124537274,0.42998856,0.48068914
1817,3.0959077,0.12453742,0.42999128,0.48069322
1818,3.0959125,0.12453702,0.42999372,0.48069766
1819,3.0959172,0.12453746,0.42999655,0.4807021
1820,3.0959208,0.12453882,0.42999992,0.4807062
1821,3.0959244,0.12453984,0.430003,0.4807106
1822,3.095928,0.124541186,0.43000615,0.4807151
1823,3.0959315,0.12454253,0.4300093,0.4807195
1824,3.095935,0.12454344,0.4300122,0.48072436
1825,3.095939,0.12454437,0.4300152,0.480729
1826,3.0959425,0.12454614,0.4300187,0.48073322
1827,3.095946,0.12454739,0.43002185,0.48073766
1828,3.09595,0.12454832,0.4300249,0.48074204
1829,3.0959535,0.124549635,0.4300281,0.48074633
1830,3.095957,0.12455152,0.43003175,0.48075032
1831,3.095961,0.12455265,0.43003488,0.48075458
1832,3.0959651,0.12455343,0.43003777,0.48075914
1833,3.095969,0.12455436,0.4300408,0.48076355
1834,3.0959725,0.124555476,0.43004394,0.48076785
1835,3.0959768,0.124556236,0.43004692,0.48077223
1836,3.0959804,0.124557324,0.43005,0.4807765
1837,3.095984,0.12455862,0.4300533,0.4807805
1838,3.0959876,0.12455965,0.43005645,0.48078468
1839,3.0959911,0.1245606,0.43005952,0.48078907
1840,3.0959947,0.124561965,0.43006274,0.4807935
1841,3.0959983,0.12456321,0.43006584,0.4807981
1842,3.0960019,0.124565005,0.43006933,0.48080233
1843,3.0960054,0.124566436,0.4300726,0.48080665
1844,3.09601,0.12456729,0.43007553,0.48081124
1845,3.0960147,0.124567665,0.43007818,0.48081568
1846,3.0960186,0.124569,0.43008134,0.48081985
1847,3.0960221,0.124570586,0.43008468,0.48082408
1848,3.0960257,0.12457287,0.43008843,0.4808279
1849,3.0960293,0.12457509,0.4300923,0.4808317
1850,3.0960329,0.12457682,0.43009588,0.48083594
1851,3.0960364,0.124578476,0.43009934,0.4808402
1852,3.0960402,0.12457962,0.4301026,0.48084438
1853,3.0960445,0.12458054,0.43010566,0.48084867
1854,3.096049,0.12458128,0.43010855,0.4808534
1855,3.0960531,0.124582104,0.4301116,0.48085782
1856,3.096058,0.12458272,0.43011454,0.4808622
1857,3.0960624,0.12458343,0.4301175,0.48086682
1858,3.0960667,0.12458446,0.43012062,0.4808712
1859,3.0960703,0.124585755,0.43012398,0.4808755
1860,3.0960739,0.12458692,0.43012726,0.48087984
1861,3.0960786,0.12458739,0.4301301,0.48088446
1862,3.0960834,0.12458764,0.43013293,0.48088914
1863,3.096088,0.12458854,0.43013608,0.4808936
1864,3.096092,0.12458962,0.43013927,0.48089805
1865,3.0960956,0.124590844,0.43014258,0.48090252
1866,3.0960994,0.12459195,0.43014574,0.48090705
1867,3.096103,0.12459337,0.43014908,0.48091164
1868,3.0961065,0.124595225,0.43015274,0.48091584
1869,3.09611,0.12459689,0.43015638,0.4809199
1870,3.0961137,0.12459837,0.43015987,0.480924
1871,3.096118,0.12459943,0.43016315,0.48092818
1872,3.0961215,0.12460116,0.43016678,0.48093206
1873,3.0961251,0.124602936,0.4301703,0.48093626
1874,3.09613,0.12460332,0.430173,0.48094073
1875,3.0961342,0.12460439,0.43017635,0.4809445
1876,3.0961385,0.12460567,0.43017983,0.48094833
1877,3.0961432,0.12460658,0.43018296,0.4809526
1878,3.0961478,0.124607384,0.43018603,0.4809571
1879,3.0961514,0.124608986,0.4301897,0.48096102
1880,3.0961554,0.12461016,0.43019304,0.48096523
1881,3.0961597,0.124611504,0.4301965,0.48096925
1882,3.0961633,0.12461349,0.4302003,0.48097333
1883,3.0961668,0.12461505,0.43020368,0.4809778
1884,3.0961704,0.124616586,0.43020707,0.48098212
1885,3.096174,0.12461831,0.4302106,0.48098636
1886,3.096178,0.12461939,0.4302138,0.48099077
1887,3.0961826,0.12462038,0.43021706,0.48099506
1888,3.096187,0.12462154,0.4302204,0.4809993
1889,3.0961907,0.12462305,0.43022394,0.48100352
1890,3.0961943,0.12462509,0.43022776,0.48100743
1891,3.0961983,0.124626316,0.43023118,0.4810115
1892,3.096202,0.12462809,0.43023494,0.48101535
1893,3.0962055,0.12462983,0.43023863,0.48101947
1894,3.096209,0.12463198,0.43024254,0.48102355
1895,3.0962126,0.124633744,0.43024626,0.4810277
1896,3.0962167,0.12463499,0.43024972,0.4810318
1897,3.0962203,0.12463701,0.4302536,0.48103577
1898,3.0962238,0.124639094,0.43025744,0.4810398
1899,3.0962281,0.124640025,0.43026063,0.48104444
1900,3.096233,0.12464058,0.43026358,0.48104912
1901,3.0962372,0.1246419,0.43026713,0.48105323
1902,3.0962408,0.12464363,0.43027088,0.48105714
1903,3.0962431,0.12464442,0.43027267,0.48105913
1904,3.0962455,0.124645315,0.4302745,0.4810612
1905,3.096248,0.124646045,0.43027627,0.48106325
1906,3.0962503,0.12464694,0.43027812,0.48106536
1907,3.0962527,0.124647826,0.43027994,0.48106742
1908,3.096255,0.12464865,0.43028173,0.4810694
1909,3.0962574,0.12464929,0.43028346,0.48107147
1910,3.0962598,0.12465008,0.43028522,0.48107362
1911,3.0962622,0.12465077,0.43028688,0.48107594
1912,3.0962646,0.124651514,0.4302886,0.4810781
1913,3.0962667,0.124652706,0.43029064,0.4810801
1914,3.0962691,0.1246535,0.4302924,0.48108235
1915,3.0962715,0.12465401,0.43029392,0.48108473
1916,3.096274,0.124654666,0.4302956,0.48108706
1917,3.0962763,0.12465524,0.43029723,0.48108935
1918,3.0962787,0.12465593,0.43029898,0.48109156
1919,3.096281,0.124656916,0.43030086,0.48109353
1920,3.0962834,0.12465756,0.43030256,0.4810956
1921,3.0962858,0.12465825,0.43030432,0.48109764
1922,3.0962882,0.124659255,0.43030626,0.48109967
1923,3.0962906,0.124660246,0.43030816,0.48110166
1924,3.096293,0.12466115,0.43031,0.48110375
1925,3.0962954,0.12466179,0.43031174,0.48110586
1926,3.0962977,0.12466254,0.4303135,0.48110804
1927,3.0963001,0.12466332,0.43031526,0.48111024
1928,3.0963025,0.12466406,0.430317,0.4811123
1929,3.096305,0.12466479,0.4303188,0.48111427
1930,3.0963073,0.124665104,0.4303204,0.48111638
1931,3.0963097,0.124665685,0.4303221,0.48111847
1932,3.096312,0.124665916,0.43032366,0.48112074
1933,3.0963144,0.12466621,0.43032524,0.48112297
1934,3.0963168,0.12466629,0.43032664,0.48112527
1935,3.0963192,0.124666564,0.43032822,0.4811274
1936,3.0963216,0.124667,0.43032983,0.48112962
1937,3.096324,0.12466729,0.4303314,0.48113185
1938,3.0963264,0.124667905,0.43033323,0.48113382
1939,3.0963287,0.12466833,0.43033487,0.48113596
1940,3.0963311,0.12466863,0.43033645,0.4811383
1941,3.0963335,0.12466963,0.4303384,0.48114032
1942,3.096336,0.12467076,0.43034038,0.4811424
1943,3.0963383,0.1246716,0.4303423,0.48114452
1944,3.0963407,0.12467253,0.43034425,0.4811465
1945,3.096343,0.124673404,0.4303461,0.48114857
1946,3.0963454,0.12467418,0.43034792,0.48115066
1947,3.0963478,0.12467466,0.43034956,0.48115295
1948,3.0963502,0.12467519,0.43035126,0.48115522
1949,3.0963526,0.124675736,0.43035296,0.48115757
1950,3.096355,0.12467606,0.43035454,0.48115999
1951,3.0963573,0.12467665,0.43035623,0.48116228
1952,3.0963597,0.124676965,0.43035775,0.4811647
1953,3.096362,0.124677174,0.43035924,0.48116708
1954,3.0963645,0.12467749,0.4303609,0.48116916
1955,3.096367,0.12467773,0.43036246,0.4811715
1956,3.0963693,0.124678135,0.4303641,0.48117372
1957,3.0963717,0.124678746,0.43036583,0.481176
1958,3.096374,0.12467935,0.43036753,0.48117834
1959,3.0963764,0.12467987,0.43036923,0.48118064
1960,3.0963788,0.12468065,0.43037105,0.48118278
1961,3.0963812,0.124681436,0.43037292,0.48118496
1962,3.0963836,0.12468225,0.43037483,0.48118696
1963,3.096386,0.12468277,0.43037656,0.4811891
1964,3.0963883,0.12468312,0.43037823,0.4811912
1965,3.0963907,0.124683805,0.43038005,0.48119336
1966,3.096393,0.124684595,0.43038186,0.48119557
1967,3.0963955,0.12468563,0.43038383,0.48119777
1968,3.0963979,0.124686725,0.43038583,0.48120007
1969,3.0964,0.124687836,0.43038774,0.4812024
1970,3.0964024,0.12468899,0.43038976,0.48120466
1971,3.0964048,0.12468976,0.43039155,0.48120692
1972,3.0964072,0.12469019,0.4303932,0.48120916
1973,3.0964096,0.12469087,0.43039498,0.48121122
1974,3.096412,0.12469143,0.4303967,0.48121336
1975,3.0964143,0.1246921,0.43039843,0.4812155
1976,3.0964167,0.12469248,0.43040004,0.48121783
1977,3.096419,0.124693096,0.4304018,0.48122
1978,3.0964215,0.12469367,0.4304035,0.4812222
1979,3.0964239,0.12469421,0.43040517,0.4812245
1980,3.0964262,0.12469519,0.43040708,0.48122662
1981,3.0964286,0.12469627,0.4304091,0.4812287
1982,3.096431,0.12469734,0.43041116,0.4812308
1983,3.0964334,0.12469824,0.43041313,0.48123294
1984,3.0964358,0.12469902,0.43041506,0.4812351
1985,3.0964382,0.12469951,0.43041676,0.48123744
1986,3.0964406,0.124700055,0.43041846,0.48123986
1987,3.096443,0.12470061,0.4304202,0.48124218
1988,3.0964453,0.12470105,0.43042183,0.48124456
1989,3.0964477,0.1247017,0.43042362,0.48124674
1990,3.09645,0.1247022,0.43042538,0.4812488
1991,3.0964525,0.12470279,0.43042713,0.481251
1992,3.0964549,0.124703616,0.430429,0.48125318
1993,3.0964572,0.12470433,0.4304308,0.48125535
1994,3.0964596,0.124704726,0.4304324,0.4812576
1995,3.096462,0.12470542,0.43043408,0.48126003
1996,3.0964644,0.12470621,0.43043587,0.48126248
1997,3.0964668,0.12470695,0.43043765,0.48126477
1998,3.0964692,0.12470753,0.43043938,0.481267
1999,3.0964715,0.1247084,0.43044132,0.48126906
2000,3.096474,0.12470892,0.43044305,0.48127127
2001,3.0964763,0.124709666,0.4304449,0.4812735
2002,3.0964787,0.12471037,0.43044668,0.4812757
2003,3.09648,0.12471067,0.43044764,0.48127672
2004,3.096481,0.12471112,0.4304486,0.48127776
2005,3.0964823,0.12471138,0.4304495,0.48127878
2006,3.0964835,0.12471145,0.43045023,0.4812799
2007,3.0964847,0.12471169,0.43045115,0.48128098
2008,3.0964859,0.12471194,0.43045202,0.48128203
2009,3.096487,0.124712214,0.4304529,0.4812831
2010,3.0964882,0.12471265,0.43045393,0.48128414
2011,3.0964894,0.12471279,0.43045473,0.4812852
2012,3.0964906,0.12471317,0.43045568,0.48128623
2013,3.0964918,0.12471343,0.43045658,0.4812873
2014,3.096493,0.12471382,0.43045753,0.48128843
2015,3.0964942,0.12471434,0.43045858,0.48128945
2016,3.0964954,0.12471482,0.43045953,0.48129055
2017,3.0964966,0.12471505,0.43046042,0.48129165
2018,3.0964978,0.12471528,0.43046132,0.48129278
2019,3.096499,0.124715306,0.43046206,0.48129398
2020,3.0965002,0.1247154,0.4304628,0.48129517
2021,3.0965014,0.1247157,0.4304637,0.48129624
2022,3.0965025,0.12471608,0.43046466,0.48129728
2023,3.0965037,0.12471649,0.43046564,0.48129833
2024,3.096505,0.12471691,0.43046668,0.48129937
2025,3.096506,0.12471744,0.4304677,0.48130044
2026,3.0965073,0.12471775,0.43046862,0.48130158
2027,3.0965085,0.124718025,0.43046954,0.48130265
2028,3.0965097,0.12471828,0.4304704,0.48130378
2029,3.096511,0.12471835,0.43047115,0.4813051
2030,3.096512,0.124718316,0.43047184,0.48130646
2031,3.0965133,0.12471823,0.43047252,0.48130777
2032,3.0965145,0.12471822,0.43047324,0.48130897
2033,3.0965157,0.12471838,0.43047404,0.4813101
2034,3.0965168,0.12471879,0.43047503,0.48131114
2035,3.096518,0.12471917,0.430476,0.48131222
2036,3.0965192,0.12471928,0.43047678,0.4813135
2037,3.0965204,0.124719486,0.4304776,0.48131463
2038,3.0965216,0.12471949,0.43047836,0.48131582
2039,3.0965228,0.12471971,0.43047923,0.48131698
2040,3.096524,0.124720044,0.43048015,0.48131818
2041,3.0965252,0.1247206,0.4304812,0.48131934
2042,3.0965264,0.12472101,0.43048215,0.48132053
2043,3.0965276,0.124721326,0.43048307,0.4813217
2044,3.0965288,0.12472175,0.43048397,0.4813228
2045,3.09653,0.12472198,0.4304848,0.481324
2046,3.0965312,0.1247224,0.43048576,0.48132512
2047,3.0965323,0.12472289,0.43048674,0.48132625
2048,3.0965335,0.12472351,0.43048784,0.48132727
2049,3.0965347,0.12472404,0.43048888,0.48132828
2050,3.096536,0.12472447,0.4304898,0.4813294
2051,3.096537,0.1247248,0.43049067,0.4813306
2052,3.0965383,0.12472481,0.43049142,0.48133183
2053,3.0965395,0.12472482,0.43049216,0.48133302
2054,3.0965407,0.12472504,0.43049306,0.48133418
2055,3.096542,0.12472536,0.43049395,0.48133528
2056,3.096543,0.12472568,0.43049487,0.48133633
2057,3.0965443,0.12472609,0.43049583,0.48133746
2058,3.0965455,0.12472648,0.4304968,0.48133856
2059,3.0965466,0.12472679,0.4304977,0.48133966
2060,3.0965478,0.12472713,0.43049863,0.48134074
2061,3.096549,0.124727316,0.43049946,0.4813419
2062,3.0965502,0.124727644,0.43050042,0.48134297
2063,3.0965514,0.12472811,0.4305014,0.48134404
2064,3.0965526,0.12472866,0.4305024,0.48134518
2065,3.0965538,0.12472924,0.43050346,0.48134625
2066,3.096555,0.124729715,0.4305044,0.48134732
2067,3.0965562,0.12473022,0.4305054,0.48134845
2068,3.0965574,0.12473069,0.4305064,0.48134956
2069,3.0965586,0.12473107,0.43050736,0.48135075
2070,3.0965598,0.1247316,0.43050835,0.48135188
2071,3.096561,0.12473208,0.4305094,0.48135298
2072,3.0965621,0.12473244,0.4305103,0.48135406
2073,3.0965633,0.124732986,0.43051136,0.4813551
2074,3.0965645,0.12473345,0.43051234,0.48135626
2075,3.0965657,0.124733895,0.4305133,0.48135749
2076,3.096567,0.12473402,0.430514,0.4813588
2077,3.096568,0.1247345,0.43051496,0.48135996
2078,3.0965693,0.12473484,0.43051586,0.48136115
2079,3.0965705,0.12473512,0.43051675,0.48136234
2080,3.0965717,0.12473536,0.43051764,0.48136342
2081,3.0965729,0.124735504,0.43051854,0.48136446
2082,3.096574,0.12473581,0.43051946,0.4813655
2083,3.0965753,0.12473618,0.4305204,0.48136654
2084,3.0965765,0.12473666,0.43052137,0.48136762
2085,3.0965776,0.12473715,0.43052238,0.48136866
2086,3.0965788,0.12473772,0.43052343,0.4813697
2087,3.09658,0.12473822,0.43052447,0.48137078
2088,3.0965812,0.12473857,0.43052542,0.4813719
2089,3.0965824,0.1247391,0.43052647,0.48137298
