t,u1,u2,f1,f2
9.149149,2.6695895,0.8031592,-0.12558062,-0.7989791
9.159159,2.6695373,0.80312335,-0.1260998,-0.79942185
9.169169,2.6694863,0.8030869,-0.12661734,-0.7998645
9.179179,2.6694355,0.80304986,-0.12713343,-0.800306
9.189189,2.6693857,0.803012,-0.12764803,-0.8007472
9.199199,2.6693366,0.8029737,-0.1281611,-0.8011881
9.209209,2.6692884,0.80293494,-0.12867317,-0.80162835
9.219219,2.6692398,0.80289495,-0.1291835,-0.8020679
9.229229,2.6691926,0.8028548,-0.12969233,-0.80250686
9.23924,2.6691463,0.8028138,-0.13019992,-0.8029456
9.249249,2.6691,0.80277216,-0.13070637,-0.8033835
9.259259,2.6690545,0.8027298,-0.1312109,-0.8038208
9.269269,2.66901,0.80268705,-0.13171434,-0.8042577
9.27928,2.6689665,0.8026436,-0.13221636,-0.80469394
9.289289,2.668923,0.80259967,-0.13271695,-0.8051297
9.299299,2.66888,0.80255497,-0.1332162,-0.80556506
9.309309,2.6688378,0.8025098,-0.13371414,-0.8059997
9.31932,2.6687963,0.8024639,-0.13421053,-0.8064339
9.3293295,2.6687558,0.8024172,-0.1347056,-0.8068671
9.339339,2.6687157,0.8023703,-0.13519925,-0.8073001
9.349349,2.6686761,0.8023226,-0.13569164,-0.80773246
9.35936,2.6686375,0.8022745,-0.13618271,-0.80816454
9.3693695,2.6685994,0.80222553,-0.13667265,-0.8085956
9.379379,2.6685612,0.8021762,-0.13716069,-0.8090267
9.389389,2.6685247,0.8021264,-0.13764752,-0.8094567
9.3994,2.668488,0.80207574,-0.1381332,-0.80988646
9.4094095,2.6684523,0.8020248,-0.13861752,-0.8103161
9.419419,2.6684172,0.8019732,-0.13910022,-0.81074446
9.429429,2.6683824,0.8019212,-0.13958186,-0.8111726
9.43944,2.668349,0.8018684,-0.14006202,-0.8116
9.44945,2.6683154,0.8018152,-0.14054133,-0.8120269
9.459459,2.6682827,0.8017612,-0.14101896,-0.8124532
9.469469,2.668251,0.8017068,-0.14149496,-0.8128791
9.47948,2.6682193,0.801652,-0.14197001,-0.8133043
9.48949,2.6681886,0.8015968,-0.14244367,-0.8137293
9.499499,2.6681583,0.80154073,-0.1429161,-0.8141532
9.509509,2.6681285,0.80148435,-0.14338727,-0.8145773
9.51952,2.6680996,0.8014274,-0.1438569,-0.8150001
9.52953,2.668071,0.8013701,-0.14432529,-0.81542253
9.539539,2.6680434,0.8013118,-0.1447926,-0.8158444
9.549549,2.6680162,0.8012538,-0.14525822,-0.8162662
9.55956,2.6679893,0.8011945,-0.145723,-0.8166869
9.56957,2.6679633,0.8011354,-0.14618638,-0.8171072
9.579579,2.6679375,0.8010752,-0.14664848,-0.8175271
9.589589,2.6679132,0.80101484,-0.14710903,-0.8179463
9.5996,2.6678889,0.8009539,-0.14756879,-0.8183649
9.60961,2.6678643,0.8008923,-0.14802721,-0.8187832
9.619619,2.6678414,0.80083054,-0.14848395,-0.81920093
9.62963,2.6678193,0.8007682,-0.1489397,-0.8196181
9.63964,2.6677969,0.8007053,-0.14939402,-0.82003444
9.64965,2.6677754,0.8006419,-0.14984721,-0.82045054
9.659659,2.6677542,0.8005783,-0.1502994,-0.8208659
9.66967,2.667734,0.8005141,-0.15075004,-0.82128054
9.67968,2.667714,0.8004495,-0.15119965,-0.82169497
9.68969,2.6676948,0.8003845,-0.15164779,-0.82210886
9.699699,2.6676762,0.8003189,-0.15209469,-0.822522
9.70971,2.6676579,0.80025303,-0.15254067,-0.8229345
9.71972,2.6676402,0.80018634,-0.15298529,-0.82334673
9.72973,2.6676233,0.8001195,-0.1534289,-0.82375824
9.739739,2.6676066,0.8000522,-0.15387094,-0.82416916
9.74975,2.6675904,0.7999844,-0.15431203,-0.8245798
9.75976,2.6675751,0.7999164,-0.15475175,-0.82498974
9.76977,2.6675603,0.7998479,-0.15519026,-0.82539886
9.779779,2.6675458,0.79977876,-0.15562758,-0.82580775
9.78979,2.667532,0.7997092,-0.15606369,-0.82621604
9.7998,2.6675189,0.7996396,-0.15649855,-0.8266237
9.80981,2.6675055,0.7995694,-0.15693249,-0.827031
9.819819,2.6674936,0.7994989,-0.15736505,-0.82743746
9.82983,2.6674814,0.7994276,-0.15779644,-0.8278439
9.83984,2.6674702,0.7993564,-0.1582267,-0.8282491
9.84985,2.6674595,0.79928464,-0.15865591,-0.82865417
9.859859,2.667449,0.79921246,-0.15908375,-0.82905865
9.86987,2.6674392,0.79913956,-0.15951045,-0.82946247
9.87988,2.66743,0.79906696,-0.1599358,-0.829866
9.88989,2.667421,0.79899347,-0.16036032,-0.8302688
9.8998995,2.6674132,0.79892004,-0.1607837,-0.8306709
9.90991,2.6674056,0.79884565,-0.16120574,-0.83107287
9.91992,2.667398,0.7987712,-0.1616269,-0.83147377
9.92993,2.6673913,0.79869634,-0.16204657,-0.83187455
9.9399395,2.6673849,0.798621,-0.1624654,-0.83227456
9.94995,2.6673791,0.7985456,-0.16288285,-0.83267397
9.95996,2.667374,0.7984699,-0.16329956,-0.8330728
9.96997,2.6673687,0.7983936,-0.16371468,-0.83347136
9.9799795,2.6673644,0.7983169,-0.16412896,-0.8338692
9.98999,2.6673605,0.79823995,-0.1645422,-0.8342667
10.0,2.6673567,0.79816264,-0.16495413,-0.8346633
